Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA
Poland,Ekstraklasa,2023/2024,07/10/2023,11:30,Radomiak Radom,LKS Lodz,3,0,H,1.74,3.96,4.8,1.79,4.1,5.09,1.71,3.7,4.61,,,,,,
Poland,Ekstraklasa,2023/2024,07/10/2023,14:00,Widzew Lodz,Stal Mielec,1,0,H,1.91,3.7,4.14,1.95,3.79,4.2,1.89,3.47,3.93,,,,,,
Poland,Ekstraklasa,2023/2024,07/10/2023,16:30,Zaglebie,Piast Gliwice,1,1,D,3.92,3.32,2.09,3.92,3.36,2.24,3.52,3.21,2.11,,,,,,
Poland,Ekstraklasa,2023/2024,07/10/2023,19:00,Ruch Chorzow,Pogon Szczecin,0,3,A,3.53,3.91,2.02,3.8,3.95,2.09,3.41,3.7,1.97,,,,,,
Poland,Ekstraklasa,2023/2024,08/10/2023,11:30,Slask Wroclaw,Gornik Zabrze,1,1,D,2.39,3.31,3.21,2.41,3.4,3.78,2.28,3.23,3.1,,,,,,
Poland,Ekstraklasa,2023/2024,08/10/2023,14:00,Cracovia,Jagiellonia,2,4,A,2.16,3.41,3.6,2.2,3.47,3.63,2.13,3.3,3.37,,,,,,
Poland,Ekstraklasa,2023/2024,08/10/2023,16:30,Legia,Rakow,1,2,A,1.99,3.67,3.85,2.27,3.68,3.85,1.98,3.48,3.59,,,,,,
Poland,Ekstraklasa,2023/2024,20/10/2023,17:00,Piast Gliwice,Pogon Szczecin,0,0,D,2.04,3.6,3.76,2.09,3.63,3.77,2.01,3.44,3.55,,,,,,
Poland,Ekstraklasa,2023/2024,20/10/2023,19:30,Jagiellonia,Zaglebie,3,0,H,2.29,3.47,3.23,2.33,3.65,3.6,2.18,3.41,3.17,,,,,,
Poland,Ekstraklasa,2023/2024,21/10/2023,14:00,Puszcza,Cracovia,1,1,D,4.55,3.55,1.87,4.55,3.56,2.05,4.0,3.39,1.91,,,,,,
Poland,Ekstraklasa,2023/2024,21/10/2023,16:30,Slask Wroclaw,Legia,4,0,H,4.36,3.61,1.89,4.4,3.64,1.94,4.04,3.47,1.88,,,,,,
Poland,Ekstraklasa,2023/2024,21/10/2023,19:00,Lech Poznan,LKS Lodz,3,1,H,1.37,5.18,8.61,1.38,5.6,9.5,1.34,4.98,8.23,,,,,,
Poland,Ekstraklasa,2023/2024,22/10/2023,11:30,Radomiak Radom,Korona Kielce,1,1,D,1.91,3.7,4.14,1.98,3.76,4.2,1.9,3.53,3.85,,,,,,
Poland,Ekstraklasa,2023/2024,22/10/2023,16:30,Gornik Zabrze,Rakow,2,1,H,4.2,3.6,1.93,4.2,3.68,1.96,3.84,3.51,1.91,,,,,,
Poland,Ekstraklasa,2023/2024,23/10/2023,18:00,Stal Mielec,Warta Poznan,0,1,A,2.83,2.95,2.93,2.86,3.06,3.14,2.72,2.94,2.77,,,,,,
Poland,Ekstraklasa,2023/2024,24/10/2023,17:00,Lech Poznan,Jagiellonia,3,3,D,1.63,4.18,5.38,1.67,4.2,5.59,1.62,4.0,5.02,,,,,,
Poland,Ekstraklasa,2023/2024,27/10/2023,17:00,Korona Kielce,Puszcza,5,3,H,1.91,3.56,4.34,1.93,3.66,4.4,1.87,3.46,4.04,,,,,,
Poland,Ekstraklasa,2023/2024,27/10/2023,19:30,LKS Lodz,Gornik Zabrze,0,5,A,2.8,3.29,2.69,2.81,3.35,2.88,2.59,3.22,2.67,,,,,,
Poland,Ekstraklasa,2023/2024,28/10/2023,11:30,Warta Poznan,Piast Gliwice,1,1,D,4.15,2.95,2.21,4.15,3.12,2.28,3.83,2.89,2.15,,,,,,
Poland,Ekstraklasa,2023/2024,28/10/2023,14:00,Pogon Szczecin,Jagiellonia,2,1,H,1.93,3.79,3.94,1.98,4.07,4.22,1.89,3.65,3.75,,,,,,
Poland,Ekstraklasa,2023/2024,28/10/2023,16:30,Cracovia,Lech Poznan,1,1,D,3.52,3.27,2.25,3.55,3.45,2.28,3.31,3.24,2.18,,,,,,
Poland,Ekstraklasa,2023/2024,28/10/2023,19:00,Ruch Chorzow,Slask Wroclaw,2,2,D,2.75,3.16,2.83,2.76,3.31,2.89,2.63,3.11,2.71,,,,,,
Poland,Ekstraklasa,2023/2024,29/10/2023,11:30,Zaglebie,Radomiak Radom,2,3,A,2.2,3.46,3.44,2.38,3.5,3.44,2.21,3.31,3.16,,,,,,
Poland,Ekstraklasa,2023/2024,29/10/2023,14:00,Legia,Stal Mielec,1,3,A,1.28,5.96,11.47,1.39,6.02,11.47,1.28,5.43,9.52,,,,,,
Poland,Ekstraklasa,2023/2024,29/10/2023,16:30,Rakow,Widzew Lodz,1,1,D,1.44,4.72,7.51,1.48,5.0,7.51,1.42,4.56,6.7,,,,,,
Poland,Ekstraklasa,2023/2024,03/11/2023,17:00,Piast Gliwice,Korona Kielce,0,0,D,1.58,3.85,6.92,1.64,3.91,6.95,1.56,3.77,6.14,,,,,,
Poland,Ekstraklasa,2023/2024,03/11/2023,19:30,Jagiellonia,Stal Mielec,4,0,H,1.54,4.37,6.3,1.6,4.37,6.3,1.54,4.15,5.63,,,,,,
Poland,Ekstraklasa,2023/2024,04/11/2023,14:00,Puszcza,Pogon Szczecin,0,2,A,4.68,4.13,1.72,4.8,4.16,1.78,4.45,3.93,1.7,,,,,,
Poland,Ekstraklasa,2023/2024,04/11/2023,16:30,Widzew Lodz,Warta Poznan,0,1,A,2.33,3.06,3.59,2.42,3.18,3.59,2.29,3.04,3.32,,,,,,
Poland,Ekstraklasa,2023/2024,04/11/2023,19:00,Lech Poznan,Ruch Chorzow,2,0,H,1.36,5.21,8.94,1.38,5.21,9.0,1.34,4.93,8.12,,,,,,
Poland,Ekstraklasa,2023/2024,05/11/2023,11:30,Slask Wroclaw,LKS Lodz,2,1,H,1.73,3.68,5.36,1.75,3.9,5.5,1.69,3.62,4.97,,,,,,
Poland,Ekstraklasa,2023/2024,05/11/2023,14:00,Rakow,Zaglebie,5,0,H,1.56,4.31,5.88,1.63,4.31,6.25,1.55,4.12,5.57,,,,,,
Poland,Ekstraklasa,2023/2024,05/11/2023,16:30,Radomiak Radom,Legia,0,1,A,3.94,3.79,1.93,4.0,3.79,2.05,3.68,3.57,1.94,,,,,,
Poland,Ekstraklasa,2023/2024,06/11/2023,18:00,Gornik Zabrze,Cracovia,1,0,H,2.51,3.24,3.06,2.61,3.32,3.06,2.44,3.2,2.88,,,,,,
Poland,Ekstraklasa,2023/2024,10/11/2023,17:00,Warta Poznan,Puszcza,0,2,A,2.11,3.1,4.2,2.13,3.24,4.3,2.05,3.07,3.92,,,,,,
Poland,Ekstraklasa,2023/2024,10/11/2023,19:30,Cracovia,Slask Wroclaw,0,1,A,2.18,3.26,3.71,2.29,3.36,3.75,2.17,3.19,3.38,,,,,,
Poland,Ekstraklasa,2023/2024,11/11/2023,14:00,LKS Lodz,Piast Gliwice,3,3,D,5.26,3.66,1.75,5.26,3.71,1.82,4.86,3.46,1.74,,,,,,
Poland,Ekstraklasa,2023/2024,11/11/2023,16:30,Zaglebie,Widzew Lodz,1,1,D,2.36,3.52,3.08,2.38,3.62,3.2,2.27,3.42,2.96,,,,,,
Poland,Ekstraklasa,2023/2024,11/11/2023,19:00,Korona Kielce,Jagiellonia,2,2,D,2.68,3.5,2.67,2.91,3.55,2.78,2.6,3.35,2.58,,,,,,
Poland,Ekstraklasa,2023/2024,12/11/2023,11:30,Stal Mielec,Gornik Zabrze,2,1,H,3.13,3.33,2.42,3.23,3.37,2.55,2.96,3.24,2.36,,,,,,
Poland,Ekstraklasa,2023/2024,12/11/2023,14:00,Pogon Szczecin,Rakow,1,1,D,2.61,3.41,2.81,2.63,3.5,2.92,2.48,3.36,2.72,,,,,,
Poland,Ekstraklasa,2023/2024,12/11/2023,16:30,Legia,Lech Poznan,0,0,D,2.16,3.46,3.54,2.25,3.5,3.6,2.14,3.3,3.31,,,,,,
Poland,Ekstraklasa,2023/2024,13/11/2023,18:00,Ruch Chorzow,Radomiak Radom,0,0,D,2.91,3.39,2.54,3.17,3.47,2.58,2.87,3.28,2.39,,,,,,
Poland,Ekstraklasa,2023/2024,18/11/2023,16:30,Widzew Lodz,Ruch Chorzow,2,1,H,1.88,3.6,4.43,1.96,3.68,4.5,1.86,3.5,4.05,,,,,,
Poland,Ekstraklasa,2023/2024,24/11/2023,17:00,LKS Lodz,Zaglebie,0,2,A,2.71,3.48,2.66,2.71,3.73,2.88,2.55,3.38,2.63,,,,,,
Poland,Ekstraklasa,2023/2024,24/11/2023,19:30,Jagiellonia,Piast Gliwice,0,0,D,2.39,3.12,3.4,2.54,3.32,3.42,2.36,3.1,3.09,,,,,,
Poland,Ekstraklasa,2023/2024,25/11/2023,14:00,Rakow,Cracovia,1,1,D,1.6,4.06,6.02,1.64,4.4,6.5,1.55,4.02,5.72,,,,,,
Poland,Ekstraklasa,2023/2024,25/11/2023,16:30,Pogon Szczecin,Stal Mielec,2,3,A,1.28,6.06,10.56,1.32,6.2,11.0,1.27,5.58,9.63,,,,,,
Poland,Ekstraklasa,2023/2024,25/11/2023,19:00,Legia,Warta Poznan,2,2,D,1.45,4.27,8.66,1.49,4.5,9.0,1.43,4.08,7.83,,,,,,
Poland,Ekstraklasa,2023/2024,26/11/2023,11:30,Puszcza,Gornik Zabrze,2,1,H,2.99,3.28,2.54,3.09,3.53,2.55,2.84,3.26,2.44,,,,,,
Poland,Ekstraklasa,2023/2024,26/11/2023,14:00,Ruch Chorzow,Korona Kielce,1,1,D,3.08,3.44,2.4,3.15,3.66,2.5,2.96,3.36,2.3,,,,,,
Poland,Ekstraklasa,2023/2024,26/11/2023,16:30,Lech Poznan,Widzew Lodz,1,3,A,1.55,4.28,6.34,1.6,4.6,6.37,1.53,4.16,5.72,,,,,,
Poland,Ekstraklasa,2023/2024,27/11/2023,18:00,Radomiak Radom,Slask Wroclaw,0,1,A,2.1,3.27,3.96,2.27,3.34,3.96,2.12,3.2,3.51,,,,,,
Poland,Ekstraklasa,2023/2024,01/12/2023,17:00,Warta Poznan,Jagiellonia,1,2,A,3.52,3.17,2.3,3.55,3.26,2.36,3.29,3.1,2.25,,,,,,
Poland,Ekstraklasa,2023/2024,01/12/2023,19:30,Gornik Zabrze,Pogon Szczecin,1,0,H,3.15,3.82,2.2,3.22,3.9,2.41,2.99,3.61,2.19,,,,,,
Poland,Ekstraklasa,2023/2024,02/12/2023,16:30,Widzew Lodz,Radomiak Radom,0,3,A,2.2,3.39,3.52,2.24,3.47,3.7,2.16,3.3,3.31,,,,,,
Poland,Ekstraklasa,2023/2024,02/12/2023,19:00,Korona Kielce,Lech Poznan,0,1,A,3.24,3.33,2.36,3.32,3.39,2.39,3.14,3.24,2.26,,,,,,
